#t = 424000000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 0 0 
4 0 0 0 
5 0 0 0 
6 0 0 0 
7 0 0 0 
8 0 0 0 
9 0 0 0 
10 0 0 0 
11 0 0 0 
12 0 0 0 
13 0 0 0 
14 0 0 0 
15 0 0 0 
0 1 0 0 
1 1 0 0 
2 1 0 0 
3 1 0 0 
4 1 0 0 
5 1 0 0 
6 1 0 0 
7 1 7805 15610 
8 1 108477 336279 
9 1 270810 3.87258e+06 
10 1 91778 5.65352e+06 
11 1 1.66775e+06 4.00259e+07 
12 1 3.06745e+07 3.06745e+08 
13 1 4.21033e+07 1.89044e+09 
14 1 1.65081e+08 2.8559e+09 
15 1 2.00337e+07 1.9032e+08 
0 2 0 0 
1 2 0 0 
2 2 0 0 
3 2 0 0 
4 2 0 0 
5 2 924 1108.8 
6 2 17064 35834.4 
7 2 292004 584008 
8 2 974123 3.01978e+06 
9 2 1.03535e+06 1.48055e+07 
10 2 1.23793e+06 7.62565e+07 
11 2 2.53391e+07 6.08138e+08 
12 2 2.74826e+08 2.74826e+09 
13 2 7.65846e+07 3.43865e+09 
14 2 368742 6.37924e+06 
15 2 0 0 
0 3 0 0 
1 3 0 0 
2 3 0 0 
3 3 19046 3809.2 
4 3 36621 36621 
5 3 135435 162522 
6 3 1.96601e+06 4.12863e+06 
7 3 1.26592e+07 2.53183e+07 
8 3 3.38766e+07 1.05017e+08 
9 3 3.26596e+07 4.67032e+08 
10 3 2.58088e+07 1.58982e+09 
11 3 2.71339e+08 6.51214e+09 
12 3 9.90493e+08 9.90493e+09 
13 3 3.22641e+06 1.44866e+08 
14 3 0 0 
15 3 0 0 
0 4 0 0 
1 4 10264 41.056 
2 4 23950 479 
3 4 42861 8572.2 
4 4 209199 209199 
5 4 2.49573e+06 2.99488e+06 
6 4 2.76635e+07 5.80934e+07 
7 4 1.7824e+08 3.56479e+08 
8 4 4.96374e+08 1.53876e+09 
9 4 4.20367e+08 6.01125e+09 
10 4 2.66972e+08 1.64455e+10 
11 4 7.37384e+08 1.76972e+10 
12 4 5.43721e+07 5.43721e+08 
13 4 3676 165052 
14 4 0 0 
15 4 0 0 
0 5 0 0 
1 5 1277 5.108 
2 5 7633 152.66 
3 5 79938 15987.6 
4 5 487085 487085 
5 5 5.17909e+06 6.21491e+06 
6 5 5.41569e+07 1.1373e+08 
7 5 3.49037e+08 6.98074e+08 
8 5 8.07734e+08 2.50397e+09 
9 5 4.28994e+08 6.13461e+09 
10 5 1.01401e+08 6.24631e+09 
11 5 7.13666e+06 1.7128e+08 
12 5 0 0 
13 5 0 0 
14 5 0 0 
15 5 0 0 
0 6 0 0 
1 6 39342 157.368 
2 6 104485 2089.7 
3 6 194672 38934.4 
4 6 705200 705200 
5 6 6.78004e+06 8.13605e+06 
6 6 7.35731e+07 1.54504e+08 
7 6 4.41695e+08 8.83391e+08 
8 6 7.36274e+08 2.28245e+09 
9 6 1.48224e+08 2.11961e+09 
10 6 1.0765e+06 6.63124e+07 
11 6 0 0 
12 6 0 0 
13 6 0 0 
14 6 0 0 
15 6 0 0 
0 7 0 0 
1 7 629236 2516.94 
2 7 1.7004e+06 34008 
3 7 1.81384e+06 362768 
4 7 1.92242e+06 1.92242e+06 
5 7 7.52418e+06 9.02901e+06 
6 7 5.52845e+07 1.16098e+08 
7 7 2.47967e+08 4.95934e+08 
8 7 1.95434e+08 6.05847e+08 
9 7 634725 9.07657e+06 
10 7 0 0 
11 7 0 0 
12 7 0 0 
13 7 0 0 
14 7 0 0 
15 7 0 0 
0 8 0 0 
1 8 9.73326e+06 38933 
2 8 1.71048e+07 342095 
3 8 2.5435e+07 5.087e+06 
4 8 2.68405e+07 2.68405e+07 
5 8 5.92847e+07 7.11416e+07 
6 8 8.2918e+07 1.74128e+08 
7 8 1.09342e+08 2.18685e+08 
8 8 1.04879e+06 3.25125e+06 
9 8 0 0 
10 8 0 0 
11 8 0 0 
12 8 0 0 
13 8 0 0 
14 8 0 0 
15 8 0 0 
0 9 0 0 
1 9 7.4392e+07 297568 
2 9 1.37698e+08 2.75397e+06 
3 9 2.17414e+08 4.34828e+07 
4 9 2.256e+08 2.256e+08 
5 9 4.38301e+08 5.25961e+08 
6 9 2.25301e+08 4.73132e+08 
7 9 1.05355e+07 2.1071e+07 
8 9 982 3044.2 
9 9 0 0 
10 9 0 0 
11 9 0 0 
12 9 0 0 
13 9 0 0 
14 9 0 0 
15 9 0 0 
0 10 0 0 
1 10 2.51862e+08 1.00745e+06 
2 10 4.36103e+08 8.72207e+06 
3 10 6.33201e+08 1.2664e+08 
4 10 4.28554e+08 4.28554e+08 
5 10 3.3896e+08 4.06752e+08 
6 10 3.68787e+06 7.74452e+06 
7 10 0 0 
8 10 0 0 
9 10 0 0 
10 10 0 0 
11 10 0 0 
12 10 0 0 
13 10 0 0 
14 10 0 0 
15 10 0 0 
0 11 0 0 
1 11 1.1252e+09 4.50079e+06 
2 11 1.75263e+09 3.50526e+07 
3 11 2.11728e+09 4.23455e+08 
4 11 7.50305e+08 7.50305e+08 
5 11 1.23887e+07 1.48664e+07 
6 11 198 415.8 
7 11 0 0 
8 11 0 0 
9 11 0 0 
10 11 0 0 
11 11 0 0 
12 11 0 0 
13 11 0 0 
14 11 0 0 
15 11 0 0 
