           0  -0.564123   0.000  0.000  0.000   7  7 5.000000
      100000  -1.114642   0.116  0.322  0.000   7  6 5.000000
      200000  -1.126173   0.123  0.329  0.000   8  7 10.000000
      300000  -1.232414   0.118  0.326  0.000   6  8 3.333333
      400000  -1.275527   0.120  0.327  0.000   7  7 5.000000
      500000  -1.207483   0.124  0.330  0.000   8  5 10.000000
      600000  -1.176158   0.126  0.332  0.000   8  7 10.000000
      700000  -1.263749   0.124  0.331  0.000   7  8 5.000000
      800000  -1.185942   0.126  0.332  0.000   8  5 10.000000
      900000  -1.209966   0.125  0.333  0.000   8  6 10.000000
     1000000  -1.237626   0.123  0.332  0.000   8  5 10.000000
     1100000  -1.278313   0.122  0.331  0.000   7  6 5.000000
     1200000  -1.247705   0.120  0.331  0.000   8  5 10.000000
     1300000  -1.184249   0.121  0.331  0.000   8  5 10.000000
     1400000  -1.173319   0.121  0.331  0.000   9  3 5.000000
     1500000  -1.151110   0.122  0.332  0.000   8  4 10.000000
     1600000  -1.319749   0.122  0.332  0.000  10  5 3.333333
     1700000  -1.300859   0.122  0.332  0.000   8  5 10.000000
     1800000  -1.234884   0.122  0.332  0.000   9  6 5.000000
     1900000  -1.150305   0.122  0.333  0.000   9  4 5.000000
     2000000  -1.306839   0.123  0.333  0.000   8  5 10.000000
     2100000  -1.264198   0.122  0.332  0.000   9  6 5.000000
     2200000  -1.148090   0.122  0.332  0.000   8  4 10.000000
     2300000  -1.131991   0.123  0.333  0.000  10  3 3.333333
     2400000  -1.186952   0.124  0.333  0.000   9  3 5.000000
     2500000  -1.293771   0.124  0.333  0.000   8  6 10.000000
     2600000  -1.223412   0.123  0.333  0.000   8  6 10.000000
     2700000  -1.148847   0.122  0.333  0.000   8  5 10.000000
     2800000  -1.335027   0.122  0.333  0.000   8  6 10.000000
     2900000  -1.119227   0.122  0.332  0.000   8  5 10.000000
     3000000  -1.263507   0.121  0.333  0.000   8  4 10.000000
     3100000  -1.212597   0.121  0.332  0.000   8  5 10.000000
     3200000  -1.220701   0.121  0.332  0.000   8  5 10.000000
     3300000  -1.134222   0.121  0.332  0.000   8  5 10.000000
     3400000  -1.272646   0.122  0.332  0.000   9  6 5.000000
     3500000  -1.260752   0.122  0.332  0.000   9  4 5.000000
     3600000  -1.237593   0.122  0.332  0.000   9  5 5.000000
     3700000  -1.284510   0.122  0.333  0.000   9  5 5.000000
     3800000  -1.277928   0.122  0.333  0.000   8  5 10.000000
     3900000  -1.274361   0.122  0.333  0.000   8  7 10.000000
     4000000  -1.222874   0.121  0.332  0.000   8  6 10.000000
     4100000  -1.308645   0.121  0.332  0.000   7  7 5.000000
     4200000  -1.204181   0.121  0.332  0.000   8  5 10.000000
     4300000  -1.255601   0.121  0.332  0.000   8  7 10.000000
     4400000  -1.207381   0.121  0.332  0.000   8  4 10.000000
     4500000  -1.220258   0.121  0.332  0.000  10  5 3.333333
