           0  -0.564123   0.000  0.000  0.000   7  7 5.000000
      100000  -1.271718   0.118  0.320  0.000   7  7 5.000000
      200000  -1.344851   0.114  0.320  0.000   7  8 5.000000
      300000  -1.214030   0.117  0.324  0.000   7  6 5.000000
      400000  -1.180359   0.116  0.323  0.000   7  7 5.000000
      500000  -1.272777   0.118  0.325  0.000   7  8 5.000000
      600000  -1.224331   0.117  0.325  0.000   8  6 10.000000
      700000  -1.169336   0.117  0.324  0.000   8  5 10.000000
      800000  -1.166969   0.118  0.325  0.000   7  6 5.000000
      900000  -1.219614   0.116  0.325  0.000   8  6 10.000000
     1000000  -1.262206   0.118  0.326  0.000   7  8 5.000000
     1100000  -1.201975   0.118  0.326  0.000   6  5 3.333333
     1200000  -1.196424   0.116  0.324  0.000   6  7 3.333333
     1300000  -1.159129   0.117  0.325  0.000   7  3 5.000000
     1400000  -1.292521   0.117  0.326  0.000   7  7 5.000000
     1500000  -1.228565   0.115  0.324  0.000   8  6 10.000000
     1600000  -1.222784   0.114  0.324  0.000   6  8 3.333333
     1700000  -1.153669   0.114  0.323  0.000   8  5 10.000000
     1800000  -1.140392   0.115  0.324  0.000   9  4 5.000000
     1900000  -1.171913   0.116  0.326  0.000   9  3 5.000000
     2000000  -1.148449   0.118  0.327  0.000  10  3 3.333333
     2100000  -1.170930   0.119  0.327  0.000   8  3 10.000000
     2200000  -1.190043   0.120  0.327  0.000  10  2 3.333333
     2300000  -1.181086   0.120  0.328  0.000   8  5 10.000000
     2400000  -1.248949   0.120  0.328  0.000   9  5 5.000000
     2500000  -1.149302   0.121  0.329  0.000   8  5 10.000000
     2600000  -1.132488   0.121  0.329  0.000   9  3 5.000000
     2700000  -1.217923   0.122  0.329  0.000   9  5 5.000000
     2800000  -1.136493   0.122  0.329  0.000  11  4 5.000000
     2900000  -1.204487   0.122  0.329  0.000  10  4 3.333333
     3000000  -1.182666   0.123  0.330  0.000   8  5 10.000000
