#t = 1000000000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 0 0 
4 0 0 0 
5 0 0 0 
6 0 0 0 
7 0 0 0 
8 0 0 0 
9 0 0 0 
10 0 0 0 
11 0 0 0 
12 0 0 0 
13 0 0 0 
14 0 0 0 
15 0 0 0 
0 1 0 0 
1 1 0 0 
2 1 0 0 
3 1 0 0 
4 1 0 0 
5 1 0 0 
6 1 8751 8751 
7 1 116684 116684 
8 1 1.195e+06 1.195e+06 
9 1 3.87365e+06 3.87365e+06 
10 1 2.7479e+07 2.7479e+07 
11 1 5.14368e+07 1.5431e+08 
12 1 1.10694e+08 4.42777e+08 
13 1 6.66452e+08 6.66452e+08 
14 1 4.19285e+08 4.19285e+08 
15 1 3.32442e+06 3.32442e+06 
0 2 0 0 
1 2 0 0 
2 2 0 0 
3 2 0 0 
4 2 0 0 
5 2 7140 7140 
6 2 89171 89171 
7 2 1.01588e+06 1.01588e+06 
8 2 7.09663e+06 7.09663e+06 
9 2 2.52574e+07 2.52574e+07 
10 2 1.49775e+08 1.49775e+08 
11 2 2.72096e+08 8.16287e+08 
12 2 5.69827e+08 2.27931e+09 
13 2 2.32618e+09 2.32618e+09 
14 2 9.14769e+07 9.14769e+07 
15 2 12673 12673 
0 3 0 0 
1 3 0 0 
2 3 0 0 
3 3 0 0 
4 3 0 0 
5 3 551 551 
6 3 28693 28693 
7 3 855294 855294 
8 3 6.63841e+06 6.63841e+06 
9 3 2.3865e+07 2.3865e+07 
10 3 1.60352e+08 1.60352e+08 
11 3 1.91658e+08 5.74973e+08 
12 3 1.58745e+08 6.34982e+08 
13 3 7.53853e+06 7.53853e+06 
14 3 2327 2327 
15 3 0 0 
0 4 0 0 
1 4 0 0 
2 4 0 0 
3 4 0 0 
4 4 928 928 
5 4 52187 52187 
6 4 1.03536e+06 1.03536e+06 
7 4 1.97076e+07 1.97076e+07 
8 4 1.12687e+08 1.12687e+08 
9 4 2.86401e+08 2.86401e+08 
10 4 4.20144e+08 4.20144e+08 
11 4 1.01643e+08 3.04929e+08 
12 4 507886 2.03154e+06 
13 4 0 0 
14 4 0 0 
15 4 0 0 
0 5 0 0 
1 5 1749 6.996 
2 5 1046 20.92 
3 5 1379 275.8 
4 5 10497 10497 
5 5 769303 769303 
6 5 7.7049e+06 7.7049e+06 
7 5 1.1649e+08 1.1649e+08 
8 5 6.05077e+08 6.05077e+08 
9 5 1.4008e+09 1.4008e+09 
10 5 1.2534e+09 1.2534e+09 
11 5 1.38563e+07 4.15688e+07 
12 5 0 0 
13 5 0 0 
14 5 0 0 
15 5 0 0 
0 6 0 0 
1 6 103206 412.824 
2 6 105930 2118.6 
3 6 90642 18128.4 
4 6 298638 298638 
5 6 5.12915e+06 5.12915e+06 
6 6 2.80384e+07 2.80384e+07 
7 6 1.78808e+08 1.78808e+08 
8 6 5.48581e+08 5.48581e+08 
9 6 5.15797e+08 5.15797e+08 
10 6 5.12415e+06 5.12415e+06 
11 6 0 0 
12 6 0 0 
13 6 0 0 
14 6 0 0 
15 6 0 0 
0 7 0 0 
1 7 2.21598e+06 8863.91 
2 7 3.07155e+06 61431 
3 7 2.67692e+06 535384 
4 7 5.93641e+06 5.93641e+06 
5 7 1.00499e+08 1.00499e+08 
6 7 4.29702e+08 4.29702e+08 
7 7 7.43935e+08 7.43935e+08 
8 7 4.71539e+08 4.71539e+08 
9 7 2.57071e+06 2.57071e+06 
10 7 0 0 
11 7 0 0 
12 7 0 0 
13 7 0 0 
14 7 0 0 
15 7 0 0 
0 8 0 0 
1 8 1.65186e+07 66074.4 
2 8 2.43068e+07 486136 
3 8 2.07115e+07 4.14229e+06 
4 8 3.78347e+07 3.78347e+07 
5 8 4.94045e+08 4.94045e+08 
6 8 1.89267e+09 1.89267e+09 
7 8 2.13581e+09 2.13581e+09 
8 8 7.17918e+07 7.17918e+07 
9 8 1021 1021 
10 8 0 0 
11 8 0 0 
12 8 0 0 
13 8 0 0 
14 8 0 0 
15 8 0 0 
0 9 0 0 
1 9 7.68158e+07 307263 
2 9 1.34125e+08 2.68251e+06 
3 9 1.36483e+08 2.72966e+07 
4 9 1.71667e+08 1.71667e+08 
5 9 5.26843e+08 5.26843e+08 
6 9 5.48994e+08 5.48994e+08 
7 9 7.13612e+06 7.13612e+06 
8 9 0 0 
9 9 0 0 
10 9 0 0 
11 9 0 0 
12 9 0 0 
13 9 0 0 
14 9 0 0 
15 9 0 0 
0 10 0 0 
1 10 6.90479e+08 2.76191e+06 
2 10 1.32633e+09 2.65265e+07 
3 10 1.73529e+09 3.47059e+08 
4 10 1.05137e+09 1.05137e+09 
5 10 9.19301e+08 9.19301e+08 
6 10 2.11458e+07 2.11458e+07 
7 10 5036 5036 
8 10 0 0 
9 10 0 0 
10 10 0 0 
11 10 0 0 
12 10 0 0 
13 10 0 0 
14 10 0 0 
15 10 0 0 
0 11 0 0 
1 11 2.54698e+09 1.01879e+07 
2 11 4.74685e+09 9.4937e+07 
3 11 6.45983e+09 1.29197e+09 
4 11 2.37255e+09 2.37255e+09 
5 11 1.73221e+08 1.73221e+08 
6 11 9389 9389 
7 11 0 0 
8 11 0 0 
9 11 0 0 
10 11 0 0 
11 11 0 0 
12 11 0 0 
13 11 0 0 
14 11 0 0 
15 11 0 0 
