           0  -0.561933   0.000  0.000  0.000   7  7 1.000000
      100000  -1.271458   0.117  0.317  0.000   7  7 1.000000
      200000  -1.230470   0.115  0.317  0.000   6  8 1.000000
      300000  -1.281790   0.115  0.319  0.000   6  8 1.000000
      400000  -1.125896   0.115  0.319  0.000   6  7 1.000000
      500000  -1.260284   0.116  0.319  0.000   7  8 1.000000
      600000  -1.313225   0.116  0.319  0.000   7  8 1.000000
      700000  -1.183157   0.117  0.321  0.000   7  8 1.000000
      800000  -1.305179   0.117  0.320  0.000   8  7 1.000000
      900000  -1.315990   0.116  0.320  0.000   7  8 1.000000
     1000000  -1.267448   0.116  0.321  0.000   5  9 1.000000
     1100000  -1.281960   0.117  0.321  0.000   6  9 1.000000
     1200000  -1.221573   0.118  0.322  0.000   6  8 1.000000
     1300000  -1.192729   0.119  0.323  0.000   6  7 1.000000
     1400000  -1.283450   0.119  0.323  0.000   7  7 1.000000
     1500000  -1.220575   0.118  0.322  0.000   5  8 1.000000
     1600000  -1.160248   0.118  0.321  0.000   6  9 1.000000
     1700000  -1.275370   0.118  0.321  0.000   6  8 1.000000
     1800000  -1.265145   0.117  0.321  0.000   6  9 1.000000
     1900000  -1.256135   0.116  0.321  0.000   6  9 1.000000
     2000000  -1.151655   0.116  0.320  0.000   5  8 1.000000
     2100000  -1.258503   0.115  0.320  0.000   6  8 1.000000
     2200000  -1.278131   0.115  0.320  0.000   7  8 1.000000
     2300000  -1.270948   0.114  0.320  0.000   6  8 1.000000
     2400000  -1.294693   0.114  0.320  0.000   7  8 1.000000
     2500000  -1.251297   0.114  0.320  0.000   5  8 1.000000
     2600000  -1.250689   0.113  0.320  0.000   7  8 1.000000
     2700000  -1.241523   0.113  0.320  0.000   7  7 1.000000
     2800000  -1.287136   0.113  0.320  0.000   6  8 1.000000
     2900000  -1.164558   0.113  0.319  0.000   7  8 1.000000
     3000000  -1.161122   0.113  0.320  0.000   5  6 1.000000
     3100000  -1.181079   0.113  0.320  0.000   8  7 1.000000
     3200000  -1.297193   0.113  0.320  0.000   8  7 1.000000
     3300000  -1.257974   0.112  0.319  0.000   7  7 1.000000
     3400000  -1.289295   0.112  0.319  0.000   7  7 1.000000
     3500000  -1.260477   0.112  0.319  0.000   8  6 1.000000
     3600000  -1.215671   0.111  0.319  0.000   7  6 1.000000
     3700000  -1.218446   0.111  0.319  0.000   6  8 1.000000
     3800000  -1.292048   0.111  0.319  0.000   6  8 1.000000
     3900000  -1.265525   0.111  0.319  0.000   6  9 1.000000
     4000000  -1.200044   0.111  0.319  0.000   6  8 1.000000
     4100000  -1.069040   0.112  0.319  0.000   5  9 1.000000
     4200000  -1.202716   0.112  0.319  0.000   6  8 1.000000
     4300000  -1.274288   0.112  0.319  0.000   6  8 1.000000
     4400000  -1.232280   0.112  0.319  0.000   6  9 1.000000
     4500000  -1.248948   0.112  0.320  0.000   6  9 1.000000
     4600000  -1.204938   0.112  0.320  0.000   6  9 1.000000
     4700000  -1.245458   0.112  0.319  0.000   6  8 1.000000
     4800000  -1.220404   0.112  0.319  0.000   5  9 1.000000
     4900000  -1.184899   0.112  0.320  0.000   7  8 1.000000
     5000000  -1.183971   0.112  0.320  0.000   6  8 1.000000
     5100000  -1.145662   0.112  0.320  0.000   6  7 1.000000
     5200000  -1.299847   0.112  0.320  0.000   6  8 1.000000
     5300000  -1.346007   0.112  0.319  0.000   7  8 1.000000
     5400000  -1.276631   0.112  0.320  0.000   5  9 1.000000
     5500000  -1.200705   0.112  0.320  0.000   6  9 1.000000
     5600000  -1.285642   0.113  0.320  0.000   6  9 1.000000
     5700000  -1.255960   0.113  0.320  0.000   5 10 1.000000
     5800000  -1.298735   0.112  0.319  0.000   2 10 50.000000
     5900000  -1.225803   0.112  0.319  0.000   1 11 250.000000
     6000000  -1.288837   0.112  0.319  0.000   3 11 5.000000
     6100000  -1.173722   0.112  0.319  0.000   2 11 50.000000
     6200000  -1.274050   0.112  0.319  0.000   3 11 5.000000
     6300000  -1.181082   0.113  0.319  0.000   3  8 5.000000
     6400000  -1.323055   0.113  0.319  0.000   3 11 5.000000
     6500000  -1.236502   0.113  0.319  0.000   3 11 5.000000
     6600000  -1.236539   0.113  0.319  0.000   2 11 50.000000
     6700000  -1.202669   0.113  0.319  0.000   3 11 5.000000
     6800000  -1.172686   0.113  0.319  0.000   2 11 50.000000
     6900000  -1.198862   0.113  0.319  0.000   2 11 50.000000
     7000000  -1.302588   0.113  0.319  0.000   3 11 5.000000
     7100000  -1.189654   0.113  0.319  0.000   3 11 5.000000
     7200000  -1.254256   0.113  0.319  0.000   5 10 1.000000
     7300000  -1.193633   0.113  0.319  0.000   3  9 5.000000
     7400000  -1.191666   0.113  0.319  0.000   3 11 5.000000
     7500000  -1.240186   0.113  0.319  0.000   4  9 1.000000
     7600000  -1.170808   0.113  0.319  0.000   2 11 50.000000
     7700000  -1.132367   0.113  0.319  0.000   1 11 250.000000
     7800000  -1.275466   0.113  0.319  0.000   4 11 1.000000
     7900000  -1.199520   0.113  0.319  0.000   3 11 5.000000
     8000000  -1.155558   0.113  0.319  0.000   2 11 50.000000
     8100000  -1.202857   0.113  0.319  0.000   2 11 50.000000
     8200000  -1.254897   0.113  0.319  0.000   4 11 1.000000
     8300000  -1.274757   0.113  0.319  0.000   3 11 5.000000
     8400000  -1.245664   0.113  0.319  0.000   2 11 50.000000
     8500000  -1.174035   0.114  0.319  0.000   3 11 5.000000
     8600000  -1.180109   0.114  0.319  0.000   4 11 1.000000
     8700000  -1.182317   0.114  0.319  0.000   1 11 250.000000
     8800000  -1.141484   0.114  0.319  0.000   1 11 250.000000
     8900000  -1.286081   0.114  0.319  0.000   3 10 5.000000
     9000000  -1.223812   0.114  0.319  0.000   3 11 5.000000
     9100000  -1.261471   0.114  0.319  0.000   1 10 250.000000
     9200000  -1.265739   0.114  0.319  0.000   4 11 1.000000
     9300000  -1.324973   0.114  0.319  0.000   4 11 1.000000
     9400000  -1.176452   0.114  0.319  0.000   3 11 5.000000
     9500000  -1.229235   0.114  0.319  0.000   6  8 1.000000
     9600000  -1.216179   0.114  0.319  0.000   6  9 1.000000
     9700000  -1.195901   0.115  0.319  0.000   7  7 1.000000
     9800000  -1.196209   0.115  0.319  0.000   7  8 1.000000
     9900000  -1.221886   0.114  0.319  0.000   6  6 1.000000
    10000000  -1.283411   0.114  0.319  0.000   7  7 1.000000
    10100000  -1.325332   0.114  0.319  0.000   6  8 1.000000
    10200000  -1.247033   0.114  0.319  0.000   7  7 1.000000
    10300000  -1.142397   0.114  0.319  0.000   5  7 1.000000
    10400000  -1.122491   0.114  0.319  0.000   5  8 1.000000
    10500000  -1.236260   0.114  0.319  0.000   7  8 1.000000
    10600000  -1.190105   0.114  0.319  0.000   6  8 1.000000
    10700000  -1.263917   0.114  0.319  0.000   6  8 1.000000
    10800000  -1.219706   0.114  0.319  0.000   6  8 1.000000
    10900000  -1.211696   0.114  0.319  0.000   6  8 1.000000
    11000000  -1.227751   0.114  0.319  0.000   7  7 1.000000
    11100000  -1.268279   0.114  0.319  0.000   7  8 1.000000
    11200000  -1.249796   0.114  0.320  0.000   6  8 1.000000
    11300000  -1.322922   0.114  0.319  0.000   6  7 1.000000
    11400000  -1.185224   0.114  0.319  0.000   5  8 1.000000
    11500000  -1.302983   0.114  0.319  0.000   7  8 1.000000
    11600000  -1.165883   0.114  0.319  0.000   6  8 1.000000
    11700000  -1.229774   0.114  0.319  0.000   6  8 1.000000
    11800000  -1.125701   0.114  0.319  0.000   6  8 1.000000
    11900000  -1.204249   0.114  0.319  0.000   6  8 1.000000
    12000000  -1.195257   0.114  0.319  0.000   7  8 1.000000
    12100000  -1.201947   0.114  0.319  0.000   6  8 1.000000
    12200000  -1.220721   0.114  0.319  0.000   7  8 1.000000
