           0  -0.580390   0.000  0.000  0.000   7  7 0.098039
      100000  -1.246794   0.124  0.322  0.000   6  8 0.250000
      200000  -1.154669   0.122  0.325  0.000   4  8 1.000000
      300000  -1.292281   0.124  0.326  0.000   4  8 1.000000
      400000  -1.159450   0.125  0.327  0.000   7  7 0.098039
      500000  -1.270407   0.123  0.327  0.000   9  6 0.072464
      600000  -1.240448   0.123  0.328  0.000  10  4 0.052356
      700000  -1.244372   0.123  0.329  0.000  12  3 0.060976
      800000  -1.281577   0.123  0.329  0.000  13  3 0.153846
      900000  -1.107186   0.122  0.329  0.000  10  3 0.052356
     1000000  -1.153178   0.122  0.329  0.000  11  3 0.041494
     1100000  -1.229090   0.123  0.330  0.000  10  5 0.052356
     1200000  -1.190077   0.123  0.330  0.000  10  5 0.052356
     1300000  -1.167204   0.123  0.329  0.000   9  5 0.072464
     1400000  -1.312785   0.122  0.329  0.000  10  5 0.052356
     1500000  -1.229290   0.122  0.329  0.000   8  5 0.061350
     1600000  -1.171660   0.123  0.329  0.000   7  5 0.098039
     1700000  -1.242884   0.123  0.329  0.000  10  4 0.052356
     1800000  -1.271073   0.123  0.329  0.000  10  5 0.052356
     1900000  -1.247210   0.123  0.328  0.000  11  4 0.041494
     2000000  -1.198066   0.123  0.328  0.000   9  4 0.072464
     2100000  -1.198256   0.123  0.329  0.000  10  4 0.052356
     2200000  -1.201814   0.123  0.329  0.000  11  4 0.041494
     2300000  -1.253021   0.123  0.329  0.000   9  4 0.072464
     2400000  -1.230651   0.123  0.329  0.000   9  4 0.072464
     2500000  -1.226472   0.123  0.329  0.000  10  5 0.052356
     2600000  -1.193982   0.123  0.330  0.000  10  4 0.052356
     2700000  -1.189328   0.123  0.330  0.000  11  3 0.041494
     2800000  -1.198224   0.123  0.330  0.000  11  4 0.041494
     2900000  -1.223429   0.123  0.330  0.000  10  5 0.052356
     3000000  -1.319052   0.124  0.330  0.000  10  5 0.052356
     3100000  -1.219747   0.123  0.330  0.000   9  5 0.072464
     3200000  -1.167220   0.123  0.329  0.000  10  4 0.052356
     3300000  -1.174408   0.123  0.330  0.000  12  3 0.060976
     3400000  -1.230349   0.123  0.330  0.000  12  3 0.060976
     3500000  -1.229506   0.123  0.330  0.000  12  3 0.060976
     3600000  -1.265201   0.123  0.330  0.000  12  3 0.060976
     3700000  -1.253536   0.124  0.330  0.000  11  3 0.041494
     3800000  -1.169811   0.124  0.330  0.000  11  2 0.041494
     3900000  -1.214222   0.124  0.330  0.000  11  3 0.041494
     4000000  -1.203902   0.124  0.330  0.000  10  3 0.052356
     4100000  -1.256988   0.124  0.329  0.000  12  3 0.060976
     4200000  -1.249824   0.124  0.329  0.000  12  3 0.060976
     4300000  -1.145110   0.124  0.329  0.000  12  3 0.060976
     4400000  -1.229117   0.124  0.330  0.000  11  4 0.041494
     4500000  -1.080054   0.124  0.330  0.000  10  4 0.052356
     4600000  -1.223129   0.124  0.330  0.000  10  5 0.052356
     4700000  -1.173902   0.125  0.330  0.000  10  4 0.052356
     4800000  -1.290502   0.125  0.330  0.000   8  5 0.061350
