           0  -0.566194   0.000  0.000  0.000   7  7 0.500000
      100000  -1.259100   0.112  0.310  0.000   5 10 0.833333
      200000  -1.185033   0.115  0.315  0.000   2 10 50.000000
      300000  -1.289299   0.115  0.315  0.000   5 10 0.833333
      400000  -1.282197   0.116  0.316  0.000   4 10 1.000000
      500000  -1.294995   0.116  0.316  0.000   3 10 5.000000
      600000  -1.300125   0.116  0.316  0.000   4 11 1.000000
      700000  -1.173305   0.115  0.316  0.000   4 11 1.000000
      800000  -1.184418   0.116  0.317  0.000   2 11 50.000000
      900000  -1.278770   0.116  0.317  0.000   4 11 1.000000
     1000000  -1.246090   0.116  0.317  0.000   2 11 50.000000
     1100000  -1.225550   0.117  0.318  0.000   2 11 50.000000
     1200000  -1.245554   0.119  0.318  0.000   1 11 250.000000
     1300000  -1.124336   0.120  0.319  0.000   1 11 250.000000
     1400000  -1.178067   0.120  0.319  0.000   2 11 50.000000
     1500000  -1.198781   0.121  0.320  0.000   1 11 250.000000
     1600000  -1.277223   0.121  0.320  0.000   3 11 5.000000
     1700000  -1.225640   0.121  0.319  0.000   2 11 50.000000
     1800000  -1.228814   0.120  0.319  0.000   2 11 50.000000
     1900000  -1.207478   0.120  0.319  0.000   3 11 5.000000
     2000000  -1.260160   0.120  0.318  0.000   3 11 5.000000
     2100000  -1.185738   0.120  0.318  0.000   1 11 250.000000
     2200000  -1.200080   0.120  0.318  0.000   2 11 50.000000
     2300000  -1.346008   0.120  0.318  0.000   2 11 50.000000
     2400000  -1.196756   0.120  0.318  0.000   3 11 5.000000
     2500000  -1.275655   0.120  0.318  0.000   4 11 1.000000
     2600000  -1.261957   0.120  0.318  0.000   2 11 50.000000
     2700000  -1.156994   0.120  0.318  0.000   2 11 50.000000
     2800000  -1.188044   0.120  0.319  0.000   2 10 50.000000
     2900000  -1.222057   0.121  0.319  0.000   1 11 250.000000
     3000000  -1.299704   0.121  0.319  0.000   4 11 1.000000
     3100000  -1.205228   0.121  0.319  0.000   3 10 5.000000
     3200000  -1.272045   0.121  0.319  0.000   2 11 50.000000
     3300000  -1.252132   0.121  0.319  0.000   3 11 5.000000
     3400000  -1.205719   0.120  0.319  0.000   2 11 50.000000
     3500000  -1.206087   0.120  0.319  0.000   3 11 5.000000
     3600000  -1.293938   0.120  0.319  0.000   4 10 1.000000
     3700000  -1.116642   0.120  0.319  0.000   3 11 5.000000
     3800000  -1.264689   0.120  0.319  0.000   4 11 1.000000
     3900000  -1.272551   0.120  0.319  0.000   1 11 250.000000
     4000000  -1.195871   0.120  0.319  0.000   1 11 250.000000
     4100000  -1.302164   0.120  0.319  0.000   3 11 5.000000
     4200000  -1.239545   0.120  0.319  0.000   2 11 50.000000
     4300000  -1.187856   0.120  0.318  0.000   4 10 1.000000
     4400000  -1.312076   0.120  0.318  0.000   3 11 5.000000
     4500000  -1.183079   0.120  0.318  0.000   2 11 50.000000
     4600000  -1.276959   0.120  0.318  0.000   2 11 50.000000
     4700000  -1.245918   0.119  0.317  0.000   3 11 5.000000
     4800000  -1.301341   0.119  0.317  0.000   4 11 1.000000
     4900000  -1.219161   0.119  0.317  0.000   2 11 50.000000
