1,,2,,3,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.)
13.38522911,181.3123779,13.4193964,203.5744781,13.45272923,217.8376923
13.50689602,182.8409424,13.54022884,204.6912537,13.57356262,214.8390198
13.62939548,182.3775635,13.66272926,204.3410339,13.69606209,216.6459961
13.7518959,183.0068665,13.78522968,203.5623322,13.81856251,216.2640228
13.87189579,182.9243164,13.90606308,203.9943085,13.9393959,216.2488556
13.9935627,182.6954346,14.02689648,204.712677,14.0602293,216.4385986
14.11606216,181.4423218,14.14939594,202.4466553,14.18272877,217.1219788
14.236063,180.447998,14.26939583,204.4408722,14.30272961,215.9859772
14.35606289,181.6260376,14.39022923,203.3077087,14.423563,214.4607849
14.47856236,182.0751343,14.51189613,203.3580627,14.54522896,217.2366333
14.59856224,181.0673523,14.63189602,204.8464508,14.66524982,215.5416412
14.72106266,178.3522339,14.75439548,204.0186462,14.78772926,214.7239532
14.84108353,182.0447693,14.8744173,204.3828278,14.90858364,215.9624634
14.96358299,180.4945679,14.99691677,202.144455,15.03108311,216.4210815
15.08441639,180.5736084,15.11775017,202.4371338,15.15106201,213.8575745
15.20691586,180.7037964,15.24024963,202.4651337,15.27358341,213.4777222
15.32691669,180.6583252,15.36108303,204.0999908,15.39441586,214.6710358
15.44941711,179.335083,15.48275089,201.3832245,15.51691723,213.6171722
15.57191658,181.4943542,15.60525036,201.5166016,15.63858318,213.937027
15.69358349,180.8396301,15.72691631,201.9391022,15.76025009,213.0814209
15.81524944,179.6160583,15.84858322,203.1109467,15.88191605,213.7794189
15.93525028,181.2466736,15.96941662,201.8615265,16.0027504,215.0948639
16.05608368,178.9727783,16.0894165,201.7907257,16.12358284,213.6676788
16.17695808,179.5309753,16.21029091,201.7220917,16.24445724,212.9399414
16.29945946,180.5132446,16.33279228,202.5527191,16.36695862,211.8309479
16.4202919,178.3496704,16.45362473,201.7854309,16.48779106,213.4887848
16.54112625,179.4855042,16.57445908,202.1386871,16.60862541,213.5001831
16.66362572,178.5447388,16.69695854,200.5386505,16.73029137,214.0553131
16.78362465,179.1399536,16.81695938,200.3760529,16.85029221,212.4858246
16.90362549,178.4772034,16.93779182,202.4964905,16.97112465,213.5578308
17.02445793,178.3857422,17.05779266,200.7309418,17.09112549,214.5289764
17.14445877,178.1260071,17.1777916,201.8374939,17.21112442,213.4846497
17.26445961,177.4178772,17.29779243,202.3407593,17.33195877,213.9745178
17.38531303,179.3044128,17.41864586,200.8452759,17.45197868,213.1898804
17.5078125,177.8194885,17.54114532,201.9839478,17.57448006,211.4747925
17.63031197,177.3979187,17.66364479,202.1912384,17.69697952,210.0188599
17.75031281,178.4526367,17.78447914,201.2116852,17.81781197,212.757782
17.87114716,178.9862061,17.90447998,201.3263397,17.93781281,211.6990662
17.99364662,177.6323547,18.02697945,201.448761,18.06037521,211.7943878
18.11620903,177.0016479,18.14954185,200.7257538,18.18289566,212.6192169
18.23787498,176.7860107,18.27120781,200.3423309,18.30454063,212.2265778
18.35954094,177.2792358,18.39287567,201.4230347,18.4262085,213.5750427
18.48204231,176.0898743,18.51539421,200.4951324,18.54954147,211.5725861
18.60537529,176.5097046,18.63870811,199.3057709,18.67287636,212.948761
18.72870827,176.0948181,18.762043,200.0594788,18.79620743,212.3088684
18.85204315,176.9111938,18.88539696,201.0006256,18.91954231,211.1187286
18.97539711,179.3378906,19.00954247,200.9073944,19.04287529,211.7320251
19.09872818,177.581543,19.132061,200.5739594,19.16620827,211.195343
19.22204208,177.1557617,19.25620842,199.2134552,19.28954315,212.5812988
19.34370995,176.6279602,19.37789536,199.2912445,19.41204262,212.5523529
19.46539497,175.3004456,19.49954224,200.4064484,19.53370857,212.6663818
19.58704185,176.927948,19.62120819,200.602478,19.65454102,211.2231598
19.71039581,175.4273682,19.74454117,199.0069885,19.77789497,211.0358734
19.83370781,177.1004028,19.86704063,199.1276855,19.90120888,211.2827911
19.95454025,175.6986084,19.9887085,199.8712616,20.0220623,210.263092
20.07620811,175.0715332,20.11039543,199.2101746,20.14370918,212.1998901
