5,
Time (min),Intensity (a.u.)
0.000833333,193.8059998
0.0025,194.3439789
0.004166667,196.0636292
0.005833333,195.2128906
0.0075,194.2705841
0.009166667,195.2448273
0.010833334,196.3938446
0.0125,196.5494995
0.014166667,195.1014099
0.015833333,195.3162842
0.017500002,197.2358398
0.019166667,194.354538
0.020833334,195.394165
0.022500001,198.8523407
0.024166668,197.0823822
0.025833335,197.0746155
0.0275,197.1581421
0.029166667,198.6864624
0.030833334,196.2422485
0.032500003,197.2859497
0.034166668,197.0215302
0.035833336,196.3484344
0.037500001,197.0211639
0.03916667,195.5176086
0.040833335,196.355896
0.0425,198.836792
0.044166669,198.9705811
0.045833334,199.1071167
0.047500003,195.9426422
0.049166668,195.925293
0.050833333,200.883606
0.052500002,196.2940521
0.054166667,197.5895386
0.055833336,196.807663
0.057500001,197.2409515
0.059166666,199.6303253
0.060833335,194.5778351
0.0625,194.5532227
0.064166673,194.4451294
0.065833338,199.5813904
0.067500003,197.51828
0.069166668,197.2922974
0.070833333,197.4459229
0.072499998,196.8235626
0.07416667,196.2780914
0.075833336,197.3908691
0.077500001,196.1231995
0.079166666,194.7962189
0.080833331,196.4328613
0.082500003,197.4425354
0.084166668,194.5793457
0.085833333,197.0180359
0.087499999,197.9381561
0.089166664,196.012085
0.090833336,195.968811
0.092500001,195.6576843
0.094166666,195.7098083
0.095833331,196.813858
0.097499996,196.437088
0.099166669,196.957962
0.100833334,199.419754
0.102499999,196.3063202
0.104166664,195.5795746
0.105833329,195.8598328
0.107500002,195.2896576
0.109166667,194.8306732
0.110833332,196.9639893
0.112499997,198.137146
0.114166662,197.7319183
0.115833335,195.7351379
0.1175,197.7888336
0.119166665,196.3132172
0.12083333,194.4075775
0.122499995,197.5700226
0.124166675,195.1755219
0.125833333,192.9351654
0.127499998,195.1236115
0.129166663,197.1236115
0.130833328,194.8561707
0.132500008,195.2494812
0.134166673,196.0127563
0.135833338,196.6026764
0.137500003,196.7042084
0.139166668,196.9951935
0.140833333,195.7751312
0.142499998,196.5904541
0.144166678,196.4939728
0.145833328,195.351532
0.147500008,195.499115
0.149166659,196.7903595
0.150833339,196.6868286
0.152500004,196.5183411
0.154166669,196.8943024
0.155833334,196.9034119
0.157499999,197.3589478
0.159166664,194.9644165
0.160833344,195.5525055
0.162499994,196.7214203
0.164166674,196.7455597
0.165833324,197.3707123
0.167500004,195.851593
0.169166669,194.6104431
0.170833334,196.7840576
0.172499999,196.1953735
0.174166665,196.6856232
0.17583333,196.7815552
0.17750001,197.9905548
0.17916666,196.5605469
0.18083334,195.5426025
0.18249999,197.4639435
0.18416667,195.8028717
0.18583335,197.0132141
0.1875,198.0916138
0.18916668,196.4984741
0.19083333,196.9843903
0.19250001,198.5939941
0.194166675,197.9337158
0.19583334,195.4139557
0.197500005,196.8941803
0.19916667,196.4308319
0.200833336,195.7154236
0.202500016,196.0115356
0.204166666,196.0951538
0.205833346,196.0159302
0.207499996,196.1351013
0.209166676,199.5437012
0.210833341,197.3862
0.212500006,197.1364136
0.214166671,196.6074066
0.215833336,198.2285461
0.217500001,196.8175201
0.219166681,196.8688965
0.220833331,196.9924469
0.222500011,197.9941559
0.224166662,202.6400604
0.225833342,195.5856628
0.227500007,196.3377533
0.229166672,197.6457062
0.230833337,197.0097809
0.232500002,197.7534485
0.234166667,198.3801575
0.235833347,195.2497711
0.237499997,199.5180206
0.239166677,197.8812561
0.240833327,198.9352264
0.242500007,195.8458252
0.244166672,194.7080841
0.245833337,194.9124146
0.247500002,195.0934601
0.249166668,192.429306
0.250833333,196.4386597
0.252499998,194.7137756
0.254166663,193.6969147
0.255833328,195.9989777
0.257499993,197.3887177
0.259166658,196.9889526
0.260833353,195.2568512
0.262499988,199.7887268
0.264166683,194.8504028
0.265833318,195.3602753
0.267500013,195.7730103
0.269166648,195.2352448
0.270833343,198.1487274
