1,,2,,3,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.)
27.73966599,9.0567379,27.77300072,9.140023232,27.80716705,7.942141056
27.86216545,9.003373146,27.89550018,8.856920242,27.92883301,7.915423393
27.9821682,9.068219185,28.01633263,9.317639351,28.04968643,7.727144718
28.10300064,9.040522575,28.13633347,9.124457359,28.1704998,8.086007118
28.22383499,8.795678139,28.25799942,8.94657135,28.29133224,7.573077679
28.34466743,8.964891434,28.37883377,8.828993797,28.4121666,7.801031113
28.4679985,9.152623177,28.50133324,9.159594536,28.53466606,7.753540993
28.58800125,9.063934326,28.62133408,9.202417374,28.6554985,7.644281387
28.71050072,8.624258995,28.74383354,9.243747711,28.77800179,7.848896027
28.83133316,8.896101952,28.86466599,9.372826576,28.89883423,8.0209198
28.95383263,8.915376663,28.98716545,8.846139908,29.02050018,7.951125622
29.07550049,8.928848267,29.10885429,9.084773064,29.14216805,8.057740211
29.19549942,8.954094887,29.22966766,9.055383682,29.26300049,7.787745953
29.31635284,8.878615379,29.35052109,9.252560616,29.38385391,7.811933517
29.43968773,8.746695518,29.47302055,9.502281189,29.50635338,7.599146366
29.55968857,8.909722328,29.59302139,8.770218849,29.62718773,7.826795578
29.68218803,8.998963356,29.71552086,8.975670815,29.74968719,7.824821472
29.80302048,8.907633781,29.83635521,8.912102699,29.87051964,7.742176533
29.92385483,8.864369392,29.95718765,9.217838287,29.99135399,7.875257015
30.05318832,9.079567909,30.08652115,9.250874519,30.11985397,7.93210125
30.17568779,8.828328133,30.20902061,9.441944122,30.24235344,7.63247633
30.29735565,9.296037674,30.33068848,9.188361168,30.3640213,7.918607235
30.4190197,9.101441383,30.45235443,9.485466003,30.48652077,8.125875473
30.53989601,9.048394203,30.57323074,9.337665558,30.60735512,7.751465321
30.66068649,9.029331207,30.69489479,9.185174942,30.72822952,7.80518055
30.78156281,9.22881794,30.81572914,9.14964962,30.84906197,7.819120884
30.90239716,8.789624214,30.93572998,9.246747971,30.96989632,7.790415764
31.0232296,9.121894836,31.05656242,8.929273605,31.09072876,7.503251076
31.14572906,8.912666321,31.1790638,9.288039207,31.21322823,7.989266872
31.26656342,8.916921616,31.29989624,9.395453453,31.33322906,7.770199299
31.38656235,9.320946693,31.41989517,9.172924995,31.453228,7.936265469
31.50656319,9.107987404,31.53989601,9.426532745,31.57323074,7.959039688
31.62656212,9.112060547,31.66073036,9.510739326,31.69489479,7.779942513
31.74822998,9.146842003,31.78239632,9.16966629,31.81572914,7.758482456
31.86906242,9.05530262,31.90322876,9.482989311,31.93658257,7.728274822
31.98991776,9.059838295,32.02325058,9.131896019,32.05741501,7.859133244
32.11241531,8.980871201,32.14574814,9.502440453,32.17908478,8.012234688
32.23241425,9.169574738,32.26658249,9.037018776,32.29991531,8.04256916
32.3532486,9.066637993,32.38658142,9.099985123,32.41991425,7.863974094
32.47574997,9.210012436,32.50908279,9.314659119,32.54247665,7.917477608
32.59583282,9.114473343,32.62914658,9.64246273,32.6624794,7.824810982
32.71583176,9.180315971,32.74998093,9.770378113,32.78331375,7.867032528
32.83831024,9.118008614,32.87164688,9.613910675,32.90497971,7.982417107
32.95831299,8.96258831,32.99164581,9.600432396,33.02581024,7.819255829
33.08164597,9.149205208,33.11497879,9.46503067,33.14916611,7.826376915
33.20249939,9.118945122,33.23664474,9.264819145,33.27081299,7.904434681
33.32500076,9.15391922,33.35831451,9.366163254,33.39250183,8.020681381
33.44664383,9.070489883,33.47999954,9.170992851,33.5141449,8.099626541
33.56999969,9.387278557,33.60333252,9.31244278,33.63750076,7.987412453
33.6933136,9.226595879,33.7266655,9.179815292,33.76083374,7.849188328
33.81664658,9.154864311,33.84999847,9.390862465,33.88414383,7.903464317
33.93999863,9.373310089,33.97414398,9.284597397,34.00749969,7.912458897
34.06331253,8.935188293,34.09666824,9.594504356,34.1308136,7.956709862
34.18664551,8.617671013,34.21999741,9.342028618,34.25414658,7.958960533
34.30749893,9.152983665,34.3416481,9.492541313,34.37581253,7.906592369
34.42914581,9.217694283,34.46331406,9.268232346,34.49747849,8.2191782
34.55081558,9.150951385,34.5849762,9.468084335,34.61830902,8.263459206
34.67416763,9.095817566,34.70831299,9.661334991,34.74166489,8.026674271
34.79747772,8.898431778,34.83081055,9.271829605,34.86497879,8.027977943
34.92083359,9.126871109,34.95416641,9.995415688,34.98831558,7.971496105
35.04164505,9.114709854,35.07581329,9.418269157,35.10997772,8.096648216
35.16331482,8.895847321,35.19750214,9.720584869,35.23081207,7.890302658
35.28666687,9.071669579,35.32081223,9.479660034,35.35416794,7.893238068
35.40997696,9.166225433,35.44330978,9.795353889,35.47747803,8.139345169
35.53081131,9.279479027,35.56497955,9.659250259,35.59831238,7.652599812
35.65166855,8.73793602,35.68583298,9.789320946,35.7191658,8.078282356
35.77497864,9.248730659,35.80831146,9.662597656,35.84247971,7.900528431
35.8974762,9.041612625,35.93083572,9.465293884,35.96497726,7.962437153
36.01833344,9.206709862,36.05247879,9.627912521,36.08583069,8.315830231
36.14164734,9.324110985,36.17498016,9.35415554,36.20833206,7.741010189
36.2641449,8.884999275,36.29747772,9.97604084,36.33164597,7.878816605
36.38664627,9.442921638,36.42083359,9.912932396,36.45414734,8.113166809
36.50997543,9.427028656,36.54333496,9.715671539,36.5766449,7.903995037
36.63248062,9.128691673,36.66583252,9.766547203,36.69914627,8.031353951
36.75247955,9.141659737,36.78583145,9.678722382,36.81998062,8.034981728
36.87498093,8.98669529,36.90833282,9.446966171,36.94164658,8.067444801
36.99750137,9.300305367,37.0308342,9.53977108,37.06416702,8.182833672
37.11999893,9.567399979,37.15333176,9.761187553,37.18666458,8.082856178
37.24250031,9.513401031,37.27583313,9.509818077,37.30916595,8.24127388
37.36249924,9.176791191,37.39666748,9.796267509,37.43000031,8.197720528
37.48333359,9.081406593,37.51750183,9.57575798,37.55083466,7.86515522
37.60666656,9.273457527,37.63999939,9.975198746,37.67333221,8.131020546
37.72916794,9.26722908,37.76250076,9.708797455,37.79583359,8.06065464
37.85083389,9.411665916,37.88416672,9.836667061,37.91749954,8.128932953
37.97083282,9.327471733,38.00416565,9.959580421,38.03749847,8.238735199
38.0933342,9.302213669,38.12666702,10.15160847,38.15999985,8.082859993
38.21583176,9.150294304,38.24916458,10.08519554,38.28249741,8.152568817
38.33583069,9.291725159,38.36916351,9.980443001,38.40333176,8.310232162
38.45833206,9.563425064,38.49166489,9.893162727,38.52500153,7.921771049
38.58083344,9.177900314,38.61417007,9.645064354,38.6475029,8.348472595
38.70083237,9.112802505,38.73500061,9.749200821,38.76833344,8.094200134
38.82166672,9.380179405,38.85583496,9.782758713,38.88916779,8.151842117
38.94250107,8.988464355,38.97583389,9.852722168,39.01000214,7.977834702
39.06499863,9.238677025,39.09833145,9.844298363,39.13166428,8.186264992
39.18666458,9.25914669,39.21999741,9.768069267,39.25333405,8.293231964
39.30833435,9.625365257,39.34166718,9.748039246,39.37583542,8.483279228
39.42916489,9.090964317,39.46250153,9.923918724,39.49585342,8.109509468
39.55167007,9.455683708,39.5850029,9.848540306,39.61833572,7.929483414
39.67168808,9.358877182,39.7050209,9.858633995,39.73918915,8.104517937
39.79418945,9.426921844,39.82752228,9.927037239,39.86168671,8.272521019
39.9150238,9.415715218,39.94839859,9.688251495,39.98166656,7.90259409
40.03752136,9.511198044,40.07085419,10.35759258,40.10418701,8.079734802
40.15752029,9.282741547,40.19085312,10.11772823,40.22502136,8.212569237
40.28002167,9.056951523,40.31335449,9.973229408,40.34668732,8.443443298
40.40252304,9.252608299,40.43585587,9.962063789,40.46918869,8.084148407
40.52418518,9.281834602,40.55751801,10.25037766,40.59085464,8.362620354
40.64585495,9.154109001,40.67918777,9.835827827,40.7125206,8.288888931
40.76585388,9.567865372,40.80002213,9.889938354,40.83335495,8.476779938
40.88673019,9.507351875,40.92006302,9.980333328,40.95422745,8.295816422
41.00922775,9.185400009,41.04256058,9.646653175,41.0758934,8.303215027
41.13172913,9.318551064,41.16506195,9.894150734,41.19839859,8.190999031
41.25172806,9.389870644,41.2858963,9.880819321,41.31922913,8.29167366
41.37256241,9.202027321,41.40589523,9.781736374,41.43922806,8.502969742
41.49506378,9.52855587,41.52839661,9.935330391,41.56172943,8.407975197
41.6150856,9.395341873,41.64839554,10.0828476,41.68172836,8.320837021
41.73589706,9.378087997,41.76922989,9.842945099,41.80256271,8.485316277
41.85839462,9.296189308,41.89174652,9.865147591,41.92508316,8.601049423
41.98006058,9.267007828,42.01341629,9.985304832,42.04673004,8.565596581
42.10005951,9.703123093,42.13425064,10.08096027,42.16758347,8.308225632
42.22174835,9.233138084,42.25508118,10.11211777,42.288414,8.181353569
42.34424973,9.311865807,42.37758255,10.07375431,42.41091537,8.391326904
42.46424866,9.248733521,42.4984169,10.19801235,42.53174973,8.645640373
42.58508301,9.362221718,42.61925125,10.44116783,42.65258408,8.520365715
42.70591736,9.481957436,42.73925018,10.0368948,42.77341843,8.354071617
42.82680893,9.400422096,42.86014557,9.840302467,42.89347839,8.435081482
42.94681549,9.304077148,42.98014832,9.833436966,43.01348114,8.499380112
43.06681442,9.454474449,43.10014725,10.02943802,43.13348007,8.437059402
43.18681335,9.408380508,43.22014618,9.624650955,43.2543335,8.363512993
43.30847931,9.536909103,43.34264755,10.17880058,43.37681198,8.397634506
43.43100357,9.333065987,43.4643364,10.19344997,43.49849701,8.590413094
43.55431366,9.577039719,43.58850098,10.10697937,43.62181473,8.646419525
43.67764664,9.577326775,43.71181107,9.89083004,43.74514389,8.345727921
43.8010025,9.736067772,43.83516693,10.13669682,43.86931229,8.558588028
43.92266846,9.195856094,43.95683289,10.274786,43.99100113,8.545811653
44.04683304,9.529287338,44.08016586,10.11632252,44.11433411,8.602111816
44.17016602,9.574422836,44.20347977,10.31108856,44.23764801,8.440475464
44.2934761,9.572896957,44.32683563,10.20709419,44.36097717,8.683701515
44.41683197,9.500751495,44.45098114,9.860854149,44.48433304,8.717363358
44.54016495,9.443427086,44.57349777,10.14840317,44.60766602,8.338869095
44.66350174,9.529047012,44.69681549,10.20196819,44.73100281,8.538787842
44.78681183,9.477985382,44.82016754,9.979225159,44.8543129,8.766227722
44.90766525,9.713317871,44.94181442,10.06676769,44.97516632,8.636385918
45.03097916,9.65901947,45.06516647,10.29279423,45.09847641,8.476707458
45.15433502,9.564357758,45.18848038,10.36108875,45.22183609,8.523002625
45.2759819,9.767765999,45.31016922,9.810150146,45.34350204,8.630197525
45.39933395,9.543878555,45.43347931,10.14572334,45.46683502,8.671359062
45.52098083,9.569260597,45.55516815,10.01685905,45.58850098,8.493495941
45.64433289,9.391755104,45.67847824,10.14853668,45.71183395,8.685588837
45.76597977,9.455762863,45.80016708,10.42780113,45.83348083,8.566747665
45.88683319,9.644414902,45.92097855,10.17622089,45.95433426,8.700381279
46.01016998,9.556848526,46.0434761,10.29703236,46.07766342,8.5187397
46.13097763,9.475804329,46.16516495,10.1610918,46.19849777,8.68706131
46.2543335,9.523457527,46.28766632,10.31897736,46.32183456,8.772779465
46.37514496,9.460457802,46.40933609,10.28099346,46.44266891,8.663395882
46.49599838,9.35474968,46.53016663,10.2314167,46.56433487,8.992618561
46.61764908,9.531833649,46.6518364,10.4810524,46.68514252,8.921349525
46.7385025,9.678735733,46.77264404,9.847866058,46.80597687,8.722681999
46.86185455,9.259090424,46.89516449,10.14916706,46.92850113,8.770910263
46.9818306,9.530777931,47.01597977,10.09595108,47.04931259,8.697400093
47.10266495,9.446783066,47.13681412,10.29344463,47.17016602,8.538106918
47.2243309,9.982441902,47.25766754,10.36372566,47.29100037,8.900938988
47.34683609,9.483963966,47.38016891,10.20600224,47.41350174,8.742253304
47.46933365,9.548313141,47.50266647,10.38096237,47.5359993,8.710328102
47.5893364,9.707915306,47.62349701,10.1499157,47.65683365,8.781979561
47.71099854,9.737333298,47.74433136,10.35689545,47.7784996,8.920210838
47.83183289,9.789954185,47.86516571,10.34068775,47.89933395,9.044873238
47.95433426,9.868578911,47.98766708,10.30471039,48.02099991,8.893769264
48.07433319,9.752606392,48.10766602,10.33610535,48.14183426,8.684472084
48.19683456,9.618211746,48.23016739,10.28911877,48.26350021,8.845567703
48.3168335,9.783290863,48.35016632,10.28532314,48.38349915,9.052102089
