1,,
Time (min),Intensity (a.u.),
0.0008333333535,26.24985886,
0.002500000177,26.20120239,
0.004166666884,26.05821609,
0.005833333358,25.99748039,
0.007500000298,25.90044785,
0.009166667238,26.59347725,
0.01083333418,25.59363365,
0.01250000019,25.81428719,
0.01416666713,25.91752625,
0.01583333313,25.99689484,
0.01750000194,25.88104439,
0.01916666701,26.16249466,
0.02083333395,25.81057739,
0.02250000089,26.17546272,
0.02416666783,25.9933548,
0.02583333477,25.78401375,
0.02749999985,26.36326027,
0.02916666679,25.93150139,
0.03083333373,25.69308662,
0.03250000253,26.16530418,
0.03416666761,25.72991943,
0.03583333641,25.92395973,
0.03750000149,25.88763618,
0.03916667029,25.83844566,
0.04083333537,25.9969883,
0.04250000045,25.56585884,
0.04416666925,25.82760239,
0.04583333433,25.85595703,
0.04750000313,26.01451302,
0.04916666821,26.09043694,
0.05083333328,26.7714653,
0.05250000209,25.9630928,
0.05416666716,26.16552925,
0.05583333597,25.92367744,
0.05750000104,25.64826775,
0.05916666612,25.81169319,
0.06083333492,25.8824501,
0.0625,26.55604172,
0.06416667253,26.01789474,
0.0658333376,26.106493,
0.06750000268,25.84927368,
0.06916666776,26.23493958,
0.07083333284,25.9033165,
0.07249999791,25.79148865,
0.07416667044,26.02638817,
0.07583333552,26.37052727,
0.0775000006,26.20567513,
0.07916666567,26.3915062,
0.08083333075,26.02070999,
0.08250000328,26.07249069,
0.08416666836,25.80892181,
0.08583333343,25.87121391,
0.08749999851,26.17569351,
0.08916666359,25.98673058,
0.09083333611,26.03603935,
0.09250000119,25.95428085,
0.09416666627,26.05277061,
0.09583333135,26.04201126,
0.09749999642,26.82423973,
0.09916666895,26.09440994,
0.100833334,26.17348289,
0.1024999991,25.83621788,
0.1041666642,26.33504868,
0.1058333293,25.69181824,
0.1075000018,26.47692108,
0.1091666669,26.11951447,
0.1108333319,25.99445343,
0.112499997,26.13810349,
0.1141666621,26.66739464,
0.1158333346,26.45178795,
0.1174999997,25.63257408,
0.1191666648,26.04970741,
0.1208333299,26.07592201,
0.1224999949,25.69794273,
0.1241666749,25.828022,
0.1258333325,26.60962296,
0.1274999976,26.09643364,
0.1291666627,26.07137489,
0.1308333278,26.01383591,
0.1325000077,26.12710762,
0.1341666728,26.42055893,
0.1358333379,25.98191643,
0.137500003,25.75660896,
0.1391666681,26.64440346,
0.1408333331,26.26020241,
0.1424999982,26.02133942,
0.1441666782,26.02746391,
0.1458333284,26.1112442,
0.1475000083,26.26017761,
0.1491666585,26.21442795,
0.1508333385,25.83189774,
0.1525000036,25.83517456,
0.1541666687,26.16550446,
0.1558333337,25.76527405,
0.1574999988,26.10655212,
0.1591666639,26.16332054,
0.1608333439,26.2517395,
0.162499994,25.8305912,
0.164166674,25.88815689,
0.1658333242,25.39022636,
0.1675000042,26.38749313,
0.1691666692,26.04041481,
0.1708333343,25.45179176,
0.1724999994,25.71656609,
0.1741666645,26.14580345,
0.1758333296,25.86487198,
0.1775000095,25.88354492,
0.1791666597,25.80182266,
0.1808333397,25.95194244,
0.1824999899,26.42089653,
0.1841666698,26.32406616,
0.1858333498,25.7122097,
0.1875,26.34263611,
0.18916668,25.9832859,
0.1908333302,26.18266296,
0.1925000101,26.17208672,
0.1941666752,26.14558029,
0.1958333403,26.28398132,
0.1975000054,26.09308052,
0.1991666704,26.15804482,
0.2008333355,25.79638481,
0.2025000155,26.13905334,
0.2041666657,26.15804291,
0.2058333457,26.03954315,
0.2074999958,25.88339043,
0.2091666758,25.46306038,
0.2108333409,26.10452652,
0.212500006,25.88670349,
0.214166671,25.71006966,
0.2158333361,26.40514946,
0.2175000012,25.70617676,
0.2191666812,26.0422039,
0.2208333313,26.0783844,
0.2225000113,25.89490318,
0.2241666615,26.02943993,
0.2258333415,25.58838844,
0.2275000066,25.79094887,
0.2291666716,25.68552399,
0.2308333367,25.7784996,
0.2325000018,26.37984848,
0.2341666669,26.18126488,
0.2358333468,26.09148598,
0.237499997,25.67438316,
0.239166677,25.71924973,
0.2408333272,26.05561256,
0.2425000072,26.06988907,
0.2441666722,26.03786659,
0.2458333373,26.21138573,
0.2475000024,26.29183388,
0.2491666675,26.12758446,
0.2508333325,25.85020256,
0.2524999976,25.88789368,
0.2541666627,25.68824577,
0.2558333278,25.9137764,
0.2574999928,25.46932983,
0.2591666579,25.69834518,
0.2608333528,26.02621078,
0.2624999881,26.11951447,
0.264166683,25.89802361,
0.2658333182,25.66329002,
0.2675000131,26.15256882,
0.2691666484,26.04892921,
0.2708333433,26.27358055,
0.2725000083,25.77462959,
0.2741666734,26.0175209,
0.2758333385,26.53031731,
0.2775000036,25.63825035,
0.2791666687,26.0446682,
0.2808333337,26.09067345,
0.2824999988,25.97998047,
0.2841666937,25.56356812,
0.285833329,25.31248474,
0.287499994,26.04764748,
0.2891666591,26.55140114,
0.290833354,25.91233253,
0.2925000191,25.81511307,
0.2941666543,25.81781578,
0.2958333194,25.99106789,
0.2975000143,25.94636345,
0.2991666794,25.9813385,
0.3008333445,25.89861679,
0.3024999797,25.89123726,
0.3041666746,26.04935074,
0.3058333397,25.6890049,
0.3075000048,25.92262459,
0.3091666996,25.94782829,
0.3108333349,25.78915405,
0.3125,25.67380333,
0.3141666651,26.30822563,
0.31583336,25.74397659,
0.317500025,26.11531639,
0.3191666603,25.81135941,
0.3208333254,26.03938103,
0.3225000203,25.83034897,
0.3241666853,26.22275543,
0.3258333504,25.961689,
0.3274999857,26.45934868,
0.3291666806,25.27537537,
0.3308333457,25.90607262,
0.3325000107,26.13159943,
0.3341666758,25.89166832,
0.3358333409,26.33646011,
0.337500006,26.04670715,
0.339166671,25.49730873,
0.3408333361,26.52768898,
0.342500031,26.08485222,
0.3441666663,26.34960175,
0.3458333313,26.24206734,
0.3474999964,26.2445755,
0.3491666913,25.95765495,
0.3508333564,25.4673214,
0.3524999917,25.92083931,
0.3541666567,26.38325691,
0.3558333516,25.90704727,
0.3575000167,25.8304615,
0.3591666818,25.79135323,
0.360833317,26.22933388,
0.3625000119,25.96072578,
0.364166677,25.82864571,
0.3658333421,25.75881958,
0.3675000072,25.76750755,
0.3691666722,25.96161079,
0.3708333373,26.0686779,
0.3725000024,25.85862923,
0.3741666675,26.15065384,
0.3758333623,25.88018036,
0.3774999976,25.92245483,
0.3791666627,26.05976105,
0.3808333278,25.98641014,
0.3825000226,25.90454865,
0.3841666877,25.91043091,
0.385833323,26.36921501,
0.3874999881,25.47104836,
0.389166683,26.18395615,
0.390833348,26.51503944,
0.3925000131,25.62309456,
0.3941666484,25.68883896,
0.3958333433,26.19298553,
0.3975000083,25.4748764,
0.3991666734,26.44944763,
0.4008333385,25.83999443,
0.4025000036,26.18984222,
0.4041666687,25.87193871,
0.4058333337,26.43536186,
0.4074999988,26.57276726,
0.4091666937,26.14382935,
0.410833329,25.98334122,
0.412499994,26.20111084,
0.4141666591,25.64416313,
0.415833354,25.82315826,
0.4175000191,25.55833244,
0.4191666543,25.92627716,
0.4208333194,25.77556419,
0.4225000143,25.87459946,
0.4241666794,26.28857613,
0.4258333445,26.024189,
0.4274999797,25.99233627,
0.4291666746,26.30024147,
0.4308333397,25.59747505,
0.4325000048,26.1816349,
0.4341666996,26.36554527,
0.4358333349,26.07745743,
0.4375,26.24728012,
0.4391666651,25.80691338,
0.44083336,26.3908577,
0.442500025,25.88693428,
0.4441666603,25.79525948,
0.4458333254,25.9869175,
0.4475000203,25.97608376,
0.4491666853,26.25741577,
0.4508333504,26.0323925,
0.4524999857,25.68900108,
0.4541666806,26.28380966,
0.4558333457,25.98245049,
0.4575000107,25.92527962,
0.4591666758,26.02598953,
0.4608333409,25.58729362,
0.462500006,26.35933495,
0.464166671,25.80963135,
0.4658333361,25.73637009,
0.467500031,26.07103157,
0.4691666663,25.93585014,
0.4708333313,26.06275749,
0.4724999964,26.3539753,
0.4741666913,26.05788994,
0.4758333564,25.96948433,
0.4774999917,25.97496414,
0.4791666567,26.36311722,
0.4808333516,25.90735245,
0.4825000167,26.20970345,
0.4841666818,26.0296936,
0.485833317,26.2289772,
0.4875000119,25.76311874,
0.489166677,26.27708244,
0.4908333421,26.01283264,
0.4925000072,26.01976776,
0.4941666722,25.8891964,
0.4958333373,26.34377289,
0.4975000024,25.99603844,
0.4991666675,25.79099464,
0.5008333325,26.06749916,
0.5024999976,25.89217186,
0.5041666627,25.91952705,
0.5058333278,26.39294434,
0.5074999928,25.84848213,
0.5091666579,26.10884476,
0.510833323,26.1727314,
0.5124999881,25.70458412,
0.5141666532,26.06562042,
0.5158333182,25.95178604,
0.5175000429,25.85471535,
0.5191666484,26.4743042,
0.5208333135,25.87666321,
0.5224999785,25.90568542,
0.5241667032,25.9138813,
0.5258333683,25.83551788,
0.5274999738,26.02801704,
0.5291666389,25.53380966,
0.5308333635,25.77054787,
0.5325000286,25.79698563,
0.5341666341,26.15392113,
0.5358333588,26.18453789,
0.5375000238,26.1109848,
0.5391666889,25.88455009,
0.540833354,25.66512871,
0.5424999595,25.85958862,
0.5441666842,25.87608528,
0.5458333492,25.66253281,
0.5475000143,26.41692924,
0.5491666794,26.04483986,
0.5508333445,25.64794159,
0.5525000095,26.24389076,
0.5541666746,26.17037582,
0.5558333993,25.93062019,
0.5575000048,25.98969078,
0.5591666698,25.76960754,
0.5608333349,25.83138275,
0.5625,25.82183266,
0.5641667247,25.60478973,
0.5658333302,25.60593796,
0.5674999952,25.62147903,
0.5691667199,25.80013657,
0.5708333254,25.86725807,
0.5725000501,25.69935036,
0.5741666555,25.97829437,
0.5758333206,25.63189507,
0.5775000453,25.99544334,
0.5791666508,25.93452644,
0.5808333755,26.04883194,
0.5825000405,26.26028252,
0.584166646,25.88373375,
0.5858333707,25.77263641,
0.5874999762,26.10061646,
0.5891667008,26.09065056,
0.5908333659,26.08780098,
0.5924999714,25.95571899,
0.5941666961,26.08549118,
0.5958333611,26.03574944,
0.5975000262,26.18213463,
0.5991666913,26.30481911,
0.6008332968,25.92713737,
0.6025000215,26.28802872,
0.6041666865,26.31785583,
0.6058333516,25.65966988,
0.6075000167,26.07801819,
0.6091666818,25.95676994,
0.6108333468,26.136343,
0.6125000119,25.89785957,
0.614166677,26.08282852,
0.6158333421,26.18177223,
0.6175000072,26.1603775,
0.6191666722,25.92392921,
0.6208333373,26.37366486,
0.622500062,25.92226791,
0.6241666675,26.16496849,
0.6258333325,25.44344139,
0.6274999976,26.05438042,
0.6291666627,26.10601044,
0.6308333874,25.99494553,
0.6324999928,25.24349594,
0.6341666579,25.50893402,
0.6358333826,25.84496689,
0.6374999881,25.73248291,
0.6391667128,26.08397865,
0.6408333182,26.24020767,
0.6424999833,25.94847488,
0.644166708,26.18893051,
0.6458333135,26.17731857,
0.6475000381,26.22263908,
0.6491667032,25.54394722,
0.6508333087,26.28399277,
0.6525000334,26.16689682,
0.6541666389,26.4442234,
0.6558333635,25.99194145,
0.6575000286,26.05432701,
0.6591666341,25.3898201,
0.6608333588,26.19836998,
0.6625000238,25.84540558,
0.6641666889,26.01549721,
