5a,
Time (min),Intensity (a.u.)
0.000833333,355.2561646
0.0025,354.6733093
0.004166667,353.3770752
0.005833333,353.396759
0.0075,352.8155518
0.009166667,353.3388062
0.010833334,354.594635
0.0125,355.1445923
0.014166667,355.574646
0.015833333,353.7988586
0.017500002,353.7820435
0.019166667,352.8914795
0.020833334,354.1804504
0.022500001,355.1631165
0.024166668,353.4071045
0.025833335,355.3897705
0.0275,354.3421326
0.029166667,354.8210754
0.030833334,354.0523376
0.032500003,354.4454041
0.034166668,353.3339233
0.035833336,352.5069275
0.037500001,355.285553
0.03916667,353.7256775
0.040833335,353.4094543
0.0425,354.0331421
0.044166669,353.3077393
0.045833334,352.0011292
0.047500003,355.017395
0.049166668,354.7494507
0.050833333,353.2134094
0.052500002,353.1802673
0.054166667,354.5515442
0.055833336,355.2160645
0.057500001,354.0098877
0.059166666,351.7011414
0.060833335,353.4064636
0.0625,353.6399841
0.064166673,353.4360046
0.065833338,354.4552002
0.067500003,352.843689
0.069166668,354.3555908
0.070833333,354.3630676
0.072499998,354.7069397
0.07416667,353.6515198
0.075833336,353.8770142
0.077500001,352.7104797
0.079166666,352.9075012
0.080833331,352.0221558
0.082500003,350.5409546
0.084166668,351.5997009
0.085833333,354.2548828
0.087499999,354.0280457
0.089166664,353.8087158
0.090833336,352.5055542
0.092500001,354.0098267
0.094166666,354.4375305
0.095833331,352.430542
0.097499996,354.5997009
0.099166669,355.5269165
0.100833334,353.132019
0.102499999,353.1289978
0.104166664,354.1308899
0.105833329,352.5282593
0.107500002,353.655304
0.109166667,353.1838989
0.110833332,351.5952759
0.112499997,354.1531372
0.114166662,353.3067017
0.115833335,354.318573
0.1175,354.2076416
0.119166665,353.0896912
0.12083333,351.9076843
0.122499995,352.954071
0.124166675,353.9197693
0.125833333,354.1001282
0.127499998,352.9439392
0.129166663,353.8113403
0.130833328,352.3887939
0.132500008,353.3854065
0.134166673,352.8500366
0.135833338,354.0030518
0.137500003,353.2381287
0.139166668,351.7233582
0.140833333,352.1296692
0.142499998,351.603363
0.144166678,351.7736816
0.145833328,351.9523621
0.147500008,351.9395142
0.149166659,352.2666931
0.150833339,353.8404236
0.152500004,352.0093994
0.154166669,353.9234924
0.155833334,351.5242004
