           0  -1.231658   0.000  0.000  0.000   7  7 2.000000
      100000  -1.253535   0.119  0.325  0.000   8  5 3.100000
      200000  -1.263012   0.114  0.321  0.000   8  7 3.100000
      300000  -1.264718   0.111  0.320  0.000   8  7 3.100000
      400000  -1.238693   0.113  0.321  0.000   8  7 3.100000
      500000  -1.182221   0.116  0.324  0.000   9  6 14.300000
      600000  -1.220436   0.119  0.327  0.000   9  6 14.300000
      700000  -1.226243   0.119  0.327  0.000   9  6 14.300000
      800000  -1.229347   0.119  0.326  0.000   9  6 14.300000
      900000  -1.211863   0.119  0.326  0.000   9  6 14.300000
     1000000  -1.294852   0.120  0.326  0.000   9  6 14.300000
     1100000  -1.139215   0.120  0.326  0.000   9  5 14.300000
     1200000  -1.175739   0.120  0.325  0.000   9  5 14.300000
     1300000  -1.286499   0.118  0.323  0.000   8  5 3.100000
     1400000  -1.186370   0.117  0.323  0.000   9  6 14.300000
     1500000  -1.174558   0.117  0.323  0.000   8  5 3.100000
     1600000  -1.251001   0.116  0.323  0.000   7  6 2.000000
     1700000  -1.176042   0.116  0.323  0.000   8  7 3.100000
     1800000  -1.177930   0.116  0.323  0.000   8  7 3.100000
     1900000  -1.305673   0.116  0.323  0.000   8  7 3.100000
     2000000  -1.169210   0.115  0.323  0.000   8  6 3.100000
     2100000  -1.191702   0.115  0.322  0.000   8  7 3.100000
     2200000  -1.229279   0.115  0.322  0.000   7  7 2.000000
     2300000  -1.188198   0.116  0.323  0.000   7  6 2.000000
     2400000  -1.211762   0.117  0.324  0.000   7  7 2.000000
     2500000  -1.122361   0.117  0.325  0.000   7  7 2.000000
     2600000  -1.215674   0.116  0.325  0.000   8  7 3.100000
     2700000  -1.246025   0.116  0.324  0.000   8  6 3.100000
     2800000  -1.177260   0.116  0.324  0.000   8  5 3.100000
     2900000  -1.174176   0.116  0.324  0.000   8  6 3.100000
     3000000  -1.197974   0.116  0.324  0.000   7  6 2.000000
     3100000  -1.166114   0.116  0.324  0.000   7  6 2.000000
     3200000  -1.149700   0.116  0.324  0.000   8  6 3.100000
     3300000  -1.246667   0.116  0.324  0.000   8  6 3.100000
     3400000  -1.250550   0.116  0.324  0.000   9  6 14.300000
     3500000  -1.110383   0.116  0.324  0.000   8  5 3.100000
     3600000  -1.187184   0.117  0.325  0.000  10  5 61.600000
     3700000  -1.261264   0.117  0.325  0.000  10  5 61.600000
     3800000  -1.158638   0.118  0.325  0.000   9  5 14.300000
     3900000  -1.213492   0.118  0.325  0.000   9  5 14.300000
     4000000  -1.187039   0.118  0.325  0.000   8  7 3.100000
     4100000  -1.270091   0.118  0.325  0.000   8  7 3.100000
     4200000  -1.351335   0.117  0.324  0.000   8  7 3.100000
     4300000  -1.231673   0.117  0.324  0.000   8  7 3.100000
     4400000  -1.242782   0.117  0.324  0.000   8  7 3.100000
     4500000  -1.243991   0.117  0.324  0.000   8  7 3.100000
     4600000  -1.176281   0.117  0.324  0.000   7  7 2.000000
     4700000  -1.244626   0.117  0.324  0.000   8  7 3.100000
     4800000  -1.226670   0.117  0.324  0.000   8  7 3.100000
     4900000  -1.290283   0.117  0.324  0.000   8  7 3.100000
     5000000  -1.227647   0.117  0.324  0.000   8  7 3.100000
     5100000  -1.151294   0.117  0.324  0.000   8  5 3.100000
     5200000  -1.221223   0.117  0.325  0.000  10  5 61.600000
     5300000  -1.282965   0.117  0.324  0.000   9  5 14.300000
     5400000  -1.330276   0.116  0.324  0.000  10  5 61.600000
     5500000  -1.340002   0.116  0.323  0.000  10  4 61.600000
     5600000  -1.281920   0.115  0.322  0.000   9  5 14.300000
     5700000  -1.268810   0.114  0.322  0.000   9  5 14.300000
     5800000  -1.256490   0.114  0.322  0.000   9  6 14.300000
     5900000  -1.229938   0.114  0.322  0.000  11  4 248.100000
     6000000  -1.147204   0.114  0.322  0.000  10  4 61.600000
     6100000  -1.329948   0.114  0.321  0.000  11  4 248.100000
     6200000  -1.261077   0.115  0.321  0.000  11  4 248.100000
     6300000  -1.336340   0.114  0.321  0.000  11  4 248.100000
     6400000  -1.217126   0.114  0.320  0.000  10  4 61.600000
     6500000  -1.234875   0.114  0.320  0.000  11  4 248.100000
     6600000  -1.214112   0.114  0.320  0.000  11  3 248.100000
     6700000  -1.304550   0.114  0.320  0.000  11  4 248.100000
     6800000  -1.237478   0.114  0.320  0.000  11  4 248.100000
     6900000  -1.337551   0.114  0.320  0.000  11  4 248.100000
     7000000  -1.224984   0.114  0.319  0.000  11  3 248.100000
     7100000  -1.212649   0.115  0.319  0.000  11  3 248.100000
     7200000  -1.322325   0.115  0.319  0.000  12  3 109.100000
     7300000  -1.280225   0.115  0.319  0.000  12  3 109.100000
     7400000  -1.271686   0.115  0.319  0.000  12  3 109.100000
     7500000  -1.251570   0.115  0.319  0.000  12  3 109.100000
     7600000  -1.293171   0.115  0.319  0.000  12  3 109.100000
     7700000  -1.178063   0.115  0.319  0.000  10  3 61.600000
     7800000  -1.289370   0.115  0.319  0.000  11  2 248.100000
     7900000  -1.120198   0.115  0.319  0.000  11  3 248.100000
     8000000  -1.248657   0.115  0.319  0.000  12  3 109.100000
     8100000  -1.201376   0.115  0.319  0.000  11  3 248.100000
     8200000  -1.282879   0.116  0.319  0.000  11  4 248.100000
     8300000  -1.271794   0.116  0.319  0.000  11  4 248.100000
     8400000  -1.334268   0.116  0.319  0.000  11  4 248.100000
     8500000  -1.262728   0.116  0.319  0.000  11  4 248.100000
     8600000  -1.182850   0.116  0.319  0.000   9  3 14.300000
     8700000  -1.228695   0.116  0.319  0.000  10  4 61.600000
     8800000  -1.241606   0.116  0.319  0.000  10  4 61.600000
     8900000  -1.268705   0.116  0.319  0.000  10  5 61.600000
     9000000  -1.146161   0.117  0.319  0.000  10  4 61.600000
     9100000  -1.195761   0.117  0.319  0.000  10  5 61.600000
     9200000  -1.129171   0.117  0.319  0.000  10  5 61.600000
     9300000  -1.297685   0.117  0.319  0.000  11  4 248.100000
     9400000  -1.288502   0.117  0.319  0.000  11  4 248.100000
     9500000  -1.259674   0.117  0.319  0.000  11  3 248.100000
     9600000  -1.259726   0.117  0.319  0.000  11  4 248.100000
     9700000  -1.172506   0.117  0.319  0.000  11  3 248.100000
     9800000  -1.247401   0.118  0.319  0.000  11  4 248.100000
     9900000  -1.292504   0.117  0.319  0.000  11  4 248.100000
    10000000  -1.158605   0.117  0.319  0.000  11  2 248.100000
    10100000  -1.285893   0.117  0.319  0.000  11  3 248.100000
    10200000  -1.234310   0.118  0.319  0.000  11  4 248.100000
    10300000  -1.180374   0.118  0.318  0.000  10  3 61.600000
    10400000  -1.265422   0.118  0.319  0.000  11  4 248.100000
    10500000  -1.250325   0.118  0.318  0.000  11  4 248.100000
    10600000  -1.185664   0.118  0.318  0.000   9  4 14.300000
    10700000  -1.316836   0.118  0.318  0.000  11  4 248.100000
    10800000  -1.205943   0.118  0.318  0.000  10  4 61.600000
    10900000  -1.268622   0.118  0.318  0.000  11  4 248.100000
    11000000  -1.241624   0.118  0.318  0.000  11  4 248.100000
    11100000  -1.297648   0.118  0.318  0.000  11  4 248.100000
    11200000  -1.153282   0.118  0.318  0.000  10  4 61.600000
