           0  -1.231658   0.000  0.000  0.000   7  7 2.000000
      100000  -1.344517   0.091  0.306  0.000   6  7 2.100000
      200000  -1.264198   0.088  0.299  0.000   8  7 3.100000
      300000  -1.318244   0.091  0.301  0.000   9  6 14.300000
      400000  -1.315122   0.090  0.299  0.000  10  5 61.600000
      500000  -1.351500   0.089  0.297  0.000  10  5 61.600000
      600000  -1.256659   0.088  0.295  0.000   9  5 14.300000
      700000  -1.278985   0.093  0.297  0.000  10  4 61.600000
      800000  -1.135981   0.094  0.299  0.000  10  4 61.600000
      900000  -1.331809   0.098  0.302  0.000  10  5 61.600000
     1000000  -1.179335   0.100  0.303  0.000   9  4 14.300000
     1100000  -1.252121   0.103  0.305  0.000  10  4 61.600000
     1200000  -1.131152   0.105  0.306  0.000  10  3 61.600000
     1300000  -1.224760   0.107  0.307  0.000  10  5 61.600000
     1400000  -1.246104   0.108  0.307  0.000  10  5 61.600000
     1500000  -1.220424   0.109  0.308  0.000   9  4 14.300000
     1600000  -1.202021   0.110  0.309  0.000   9  5 14.300000
     1700000  -1.271152   0.111  0.310  0.000  10  5 61.600000
     1800000  -1.253180   0.112  0.311  0.000  10  3 61.600000
     1900000  -1.143753   0.113  0.311  0.000  10  4 61.600000
     2000000  -1.212030   0.113  0.311  0.000  11  4 248.100000
     2100000  -1.252310   0.113  0.311  0.000  11  4 248.100000
     2200000  -1.245836   0.113  0.311  0.000  11  4 248.100000
     2300000  -1.212149   0.113  0.311  0.000  11  3 248.100000
     2400000  -1.347795   0.112  0.311  0.000  11  4 248.100000
     2500000  -1.210734   0.112  0.310  0.000   9  4 14.300000
     2600000  -1.102717   0.111  0.310  0.000  10  4 61.600000
     2700000  -1.193985   0.112  0.310  0.000  10  4 61.600000
     2800000  -1.200300   0.112  0.310  0.000  10  4 61.600000
     2900000  -1.232472   0.113  0.310  0.000  11  4 248.100000
     3000000  -1.199962   0.113  0.311  0.000  11  4 248.100000
     3100000  -1.251624   0.113  0.311  0.000  11  4 248.100000
