           0  -1.245506   0.000  0.000  0.000   7  7 0.200000
      100000  -1.269854   0.107  0.322  0.000   7  8 0.200000
      200000  -1.174909   0.108  0.321  0.000   7  7 0.200000
      300000  -1.208637   0.113  0.324  0.000   6  7 0.300000
      400000  -1.233860   0.114  0.326  0.000   6  8 0.300000
      500000  -1.182961   0.115  0.327  0.000   6  7 0.300000
      600000  -1.192420   0.117  0.329  0.000   7  8 0.200000
      700000  -1.143673   0.118  0.331  0.000   6  8 0.300000
      800000  -1.236803   0.119  0.330  0.000   7  7 0.200000
      900000  -1.176512   0.120  0.331  0.000   6  7 0.300000
     1000000  -1.258717   0.119  0.331  0.000   9  5 0.200000
     1100000  -1.245845   0.119  0.331  0.000   9  5 0.200000
     1200000  -1.167831   0.118  0.331  0.000   7  5 0.200000
     1300000  -1.202685   0.118  0.331  0.000   9  5 0.200000
     1400000  -1.213806   0.118  0.332  0.000   8  6 0.100000
     1500000  -1.227718   0.119  0.332  0.000   8  7 0.100000
     1600000  -1.253318   0.118  0.332  0.000   8  7 0.100000
     1700000  -1.259836   0.117  0.331  0.000   7  7 0.200000
     1800000  -1.181294   0.116  0.331  0.000   7  5 0.200000
     1900000  -1.170723   0.117  0.332  0.000   8  5 0.100000
     2000000  -1.211472   0.118  0.333  0.000   9  4 0.200000
     2100000  -1.100243   0.118  0.332  0.000   7  6 0.200000
     2200000  -1.188218   0.118  0.333  0.000   7  5 0.200000
     2300000  -1.324319   0.117  0.332  0.000   9  6 0.200000
     2400000  -1.186074   0.117  0.332  0.000   9  5 0.200000
     2500000  -1.267325   0.116  0.332  0.000   8  6 0.100000
     2600000  -1.227100   0.116  0.331  0.000   9  5 0.200000
     2700000  -1.116515   0.116  0.331  0.000   9  4 0.200000
     2800000  -1.262546   0.116  0.330  0.000   9  5 0.200000
     2900000  -1.273429   0.115  0.330  0.000   9  6 0.200000
     3000000  -1.155461   0.116  0.330  0.000   9  5 0.200000
     3100000  -1.184577   0.116  0.330  0.000   8  5 0.100000
     3200000  -1.270804   0.116  0.331  0.000   8  5 0.100000
     3300000  -1.252614   0.116  0.331  0.000   9  6 0.200000
     3400000  -1.236400   0.116  0.331  0.000   7  5 0.200000
     3500000  -1.215768   0.115  0.330  0.000   9  6 0.200000
     3600000  -1.201452   0.115  0.330  0.000   9  6 0.200000
     3700000  -1.258249   0.115  0.330  0.000   8  6 0.100000
     3800000  -1.126656   0.115  0.330  0.000   7  5 0.200000
     3900000  -1.290975   0.115  0.330  0.000   9  6 0.200000
     4000000  -1.265589   0.115  0.330  0.000   9  6 0.200000
     4100000  -1.101338   0.116  0.330  0.000   8  4 0.100000
     4200000  -1.149248   0.116  0.331  0.000   9  5 0.200000
     4300000  -1.249606   0.116  0.330  0.000   9  5 0.200000
     4400000  -1.265325   0.116  0.330  0.000   8  6 0.100000
     4500000  -1.166614   0.116  0.330  0.000   8  4 0.100000
     4600000  -1.318132   0.116  0.330  0.000   9  6 0.200000
     4700000  -1.246854   0.115  0.330  0.000  10  4 0.300000
     4800000  -1.248355   0.116  0.330  0.000  10  5 0.300000
     4900000  -1.116108   0.116  0.330  0.000   9  5 0.200000
     5000000  -1.171217   0.116  0.330  0.000  10  5 0.300000
     5100000  -1.236829   0.116  0.330  0.000  10  4 0.300000
     5200000  -1.229752   0.116  0.330  0.000   9  6 0.200000
     5300000  -1.273170   0.116  0.329  0.000   9  6 0.200000
     5400000  -1.248403   0.116  0.329  0.000   9  4 0.200000
     5500000  -1.235456   0.116  0.329  0.000  11  3 0.200000
     5600000  -1.255556   0.116  0.329  0.000  11  2 0.200000
     5700000  -1.080074   0.117  0.329  0.000  10  2 0.300000
     5800000  -1.275073   0.117  0.329  0.000  12  3 0.300000
     5900000  -1.219911   0.117  0.329  0.000  10  3 0.300000
     6000000  -1.184229   0.117  0.329  0.000  11  1 0.200000
     6100000  -1.216396   0.117  0.329  0.000  11  2 0.200000
     6200000  -1.270031   0.117  0.329  0.000  12  3 0.300000
     6300000  -1.223662   0.116  0.328  0.000  13  1 3.000000
     6400000  -1.222323   0.117  0.328  0.000  13  1 3.000000
     6500000  -1.249366   0.117  0.328  0.000  12  3 0.300000
     6600000  -1.206575   0.117  0.328  0.000  10  3 0.300000
     6700000  -1.264258   0.117  0.328  0.000  12  3 0.300000
     6800000  -1.172038   0.117  0.328  0.000  11  1 0.200000
     6900000  -1.265603   0.117  0.328  0.000  12  2 0.300000
     7000000  -1.249361   0.117  0.328  0.000  12  2 0.300000
     7100000  -1.291199   0.117  0.328  0.000  14  1 3.100000
     7200000  -1.247818   0.117  0.327  0.000  13  2 3.000000
     7300000  -1.183722   0.117  0.327  0.000  14  1 3.100000
     7400000  -1.260316   0.117  0.327  0.000  13  2 3.000000
     7500000  -1.256234   0.117  0.327  0.000  12  2 0.300000
     7600000  -1.283962   0.117  0.327  0.000  12  3 0.300000
     7700000  -1.264984   0.117  0.327  0.000  12  3 0.300000
     7800000  -1.297988   0.117  0.327  0.000  12  2 0.300000
     7900000  -1.130087   0.118  0.327  0.000  12  1 0.300000
     8000000  -1.195647   0.118  0.327  0.000  10  3 0.300000
     8100000  -1.345504   0.118  0.327  0.000  12  3 0.300000
     8200000  -1.207352   0.118  0.327  0.000  12  2 0.300000
     8300000  -1.192861   0.118  0.327  0.000  10  1 0.300000
